,Unnamed: 0,Name,Language,Original,Transcription,Score
572,572,Lucia,Castilian Spanish,The secret ingredient to his wonderful life was crime.,The secret ingredient to his wonderful life was crime.,0
573,573,Lucia,Castilian Spanish,He decided to live his life by the big beats manifesto.,He decided to live his life by the big bits manifesto.,2
574,574,Lucia,Castilian Spanish,"In the end, he realized he could see sound and hear words.","In the end, he realized he could see sound and clear words.",2
575,575,Lucia,Castilian Spanish,The pet shop stocks everything you need to keep your anaconda happy.,The pet shop stocks everything you need to keep your anaconda happy.,0
576,576,Lucia,Castilian Spanish,"He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility.","Here's to get confused between soldiers and shoulders, but as a military man, he now so will their responsibility.",14
577,577,Lucia,Castilian Spanish,She advised him to come back at once.,She advised him to come back at once.,0
578,578,Lucia,Castilian Spanish,The beauty of the African sunset disguised the danger lurking nearby.,The beauty of the African sunset disguise the danger lurking nearby.,1
579,579,Lucia,Castilian Spanish,"The rusty nail stood erect, angled at a 45-degree angle, just waiting for the perfect barefoot to come along.",The rusty nails to direct angled at a 45° angle just waiting for the perfect barefoot to come along.,14
580,580,Lucia,Castilian Spanish,We should play with legos at camp.,We should play with legos at camp.,0
581,581,Lucia,Castilian Spanish,I am my aunt's sister's daughter.,I am my Aunt's sister's out there.,7
582,582,Lucia,Castilian Spanish,"It was obvious she was hot, sweaty, and tired.","He too, was obvious she was hot, sweaty, hand tiled.",8
583,583,Lucia,Castilian Spanish,Charles ate the french fries knowing they would be his last meal.,"Carol said that the french fries, knowing they would be his last meal.",10
584,584,Lucia,Castilian Spanish,Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball.,What's in the geriatric Menno Softball team brought back memories of three years olds playing table.,20
585,585,Lucia,Castilian Spanish,He had a hidden stash underneath the floorboards in the back room of the house.,Had a hidden stash underneath the floorboards in the back room of the house.,3
586,586,Lucia,Castilian Spanish,The father handed each child a roadmap at the beginning of the 2-day road trip and explained it was so they could find their way home.,The father handed the child a road map at the beginning of the two day road trip and explained it was so they could find their way home.,9
587,587,Lucia,Castilian Spanish,It was always dangerous to drive with him since he insisted the safety cones were a slalom course.,"It was always the injuries to drive with him since he insisted the safety cones, whereas Lalande.",23
588,588,Lucia,Castilian Spanish,Plans for this weekend include turning wine into water.,Plans for this weekend include turning wine into water.,0
589,589,Lucia,Castilian Spanish,He had accidentally hacked into his company's server.,He had accidentally hacked into his company server.,2
590,590,Lucia,Castilian Spanish,She found his complete dullness interesting.,She found his complete wellness interesting.,2
591,591,Lucia,Castilian Spanish,Karen realized the only way she was getting into heaven was to cheat.,Current realized the only way she was getting into Heaven was to cheat.,5
592,592,Lucia,Castilian Spanish,Siri became confused when we reused to follow her directions.,c d became confused when we re used to follow her directions.,5
593,593,Lucia,Castilian Spanish,It was the first time he had ever seen someone cook dinner on an elephant.,It was the first time he had ever seen someone cook dinner on an elephant.,0
594,594,Lucia,Castilian Spanish,Fluffy pink unicorns are a popular status symbol among macho men.,Fluffy pink unicorns are a popular status symbol among much women.,4
595,595,Lucia,Castilian Spanish,Love is not like pizza.,Love is not like Pizza.,1
596,596,Lucia,Castilian Spanish,Her scream silenced the rowdy teenagers.,First scream silenced the rowdy teenagers.,4
597,597,Lucia,Castilian Spanish,"The waves were crashing on the shore, it was a lovely sight.","The waves were crashing on the shore, It was a lovely sight.",1
598,598,Lucia,Castilian Spanish,Sometimes you have to just give up and win by cheating.,Sometimes you have to just give up and do inviting.,10
599,599,Lucia,Castilian Spanish,He loved eating his bananas in hot dog buns.,He loved it in his bananas in hot dog buns.,4
