,Name,Language,Original,Transcription
524,Lucia,Castilian Spanish,He had unknowingly taken up sleepwalking as a nighttime hobby.,He had unknowingly taken up sleepwalking as a nighttime hobby.
525,Lucia,Castilian Spanish,The fact that there's a stairway to heaven and a highway to hell explains life well.,The fact that there's a stairway to heaven and the highway to hell explains life well.
526,Lucia,Castilian Spanish,She couldn't understand why nobody else could see that the sky is full of cotton candy.,She couldn't understand why nobody else could see that the sky is full of cotton candy.
527,Lucia,Castilian Spanish,The fence was confused about whether it was supposed to keep things in or keep things out.,Defense was confused about whether it was supposed to keep things in or keep things out.
528,Lucia,Castilian Spanish,"For oil spots on the floor, nothing beats parking a motorbike in the lounge.","For oil spots on the floor, nothing beats sparking a motorbike in the lounge."
529,Lucia,Castilian Spanish,Nancy was proud that she ran a tight shipwreck.,Nancy was proud that she ran a tight ship break.
530,Lucia,Castilian Spanish,We have young kids who often walk into our room at night for various reasons including clowns in the closet.,"We have young kids who often walk into a room at night for various reasons, including clowns in the closet."
531,Lucia,Castilian Spanish,The lyrics of the song sounded like fingernails on a chalkboard.,The lyrics of the song sounded like fingernails on a chalkboard.
532,Lucia,Castilian Spanish,Too many prisons have become early coffins.,Too many prisons have become early coffins.
533,Lucia,Castilian Spanish,Everyone pretends to like wheat until you mention barley.,Everyone pretends to like quit until you mention barley.
534,Lucia,Castilian Spanish,The truth is that you pay for your lifestyle in hours.,The truth is that you pay for your lifestyle in hours.
535,Lucia,Castilian Spanish,The snow-covered path was no help in finding his way out of the back-country.,There's no covered path was no help in finding his way out of the backcountry.
536,Lucia,Castilian Spanish,Nudist colonies shun fig-leaf couture.,Nudist Colony.
537,Lucia,Castilian Spanish,Beach-combing replaced wine tasting as his new obsession.,Beachcombing replaced wine tasting as his new obsession.
538,Lucia,Castilian Spanish,I'd always thought lightning was something only I could see.,I'd always thought lightning was something only I could see.
539,Lucia,Castilian Spanish,He dreamed of eating green apples with worms.,He dreamed of eating green apples with worms.
540,Lucia,Castilian Spanish,"She was sad to hear that fireflies are facing extinction due to artificial light, habitat loss, and pesticides.","She was sad to hear that fireflies are facing extinction due to artificial light, habitat loss and pesticides."
541,Lucia,Castilian Spanish,He was so preoccupied with whether or not he could that he failed to stop to consider if he should.,He was so preoccupied with whether or not he could that he failed to stop to consider if he should.
542,Lucia,Castilian Spanish,It was a really good Monday for being a Saturday.,It was a really good monday for being a saturday.
543,Lucia,Castilian Spanish,I ate a sock because people on the Internet told me to.,Because people on the Internet told me to.
544,Lucia,Castilian Spanish,I would be delighted if the sea were full of cucumber juice.,I would be delighted if the sea were full of cucumber juice.
545,Lucia,Castilian Spanish,He felt that dining on the bridge brought romance to his relationship with his cat.,He felt that dining on the bridge brought romance to his relationship with his cat.
546,Lucia,Castilian Spanish,There are few things better in life than a slice of pie.,There are a few things better in life than a slice of pie.
547,Lucia,Castilian Spanish,A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburnt.,Purple pink and the green donkey flew a kite in the middle of the night and then the sun burned.
548,Lucia,Castilian Spanish,"She saw the brake lights, but not in time.","She saw the brake lights, but not in time."
549,Lucia,Castilian Spanish,Please wait outside of the house.,Please wait outside of the house.
550,Lucia,Castilian Spanish,Truth in advertising and dinosaurs with skateboards have much in common.,Truth in advertising and dinosaurs with skateboards have much in common.
551,Lucia,Castilian Spanish,"There were white out conditions in the town, subsequently, the roads were impassable.",They were white out conditions in the town subsequently the roads were impossible.
552,Lucia,Castilian Spanish,I thought red would have felt warmer in summer but I didn't think about the equator.,"I thought red would have felt too armory in summer, but I didn't think about the equator."
553,Lucia,Castilian Spanish,The toy brought back fond memories of being lost in the rain forest.,The toy brought back fond memories of being lost in the rain forest.
554,Lucia,Castilian Spanish,Nobody has encountered an explosive daisy and lived to tell the tale.,Nobody has encountered an explosive they see and live to tell the tale.
555,Lucia,Castilian Spanish,"After exploring the abandoned building, he started to believe in ghosts.","After exploring the abandoned building, he started to believe in ghosts."
556,Lucia,Castilian Spanish,The truth is that you pay for your lifestyle in hours.,The truth is that you pay for your lifestyle in hours.
557,Lucia,Castilian Spanish,The father died during childbirth.,The Father by during childbirth.
558,Lucia,Castilian Spanish,Imagine his surprise when he discovered that the safe was full of pudding.,Imagine his surprise when he discovered that the safe was full of pudding.
559,Lucia,Castilian Spanish,A song can make or ruin a person’s day if they let it get to them.,Hassan can make or ruin a personas day if they let it get to them.
560,Lucia,Castilian Spanish,She had a difficult time owning up to her own crazy self.,She had a difficult time owning up to her own crazy self.
561,Lucia,Castilian Spanish,He dreamed of leaving his law firm to open a portable dog wash.,He dreamed of living his life to open a portable dog washer.
562,Lucia,Castilian Spanish,I'd always thought lightning was something only I could see.,I'd always thought lightning was something only I could see.
563,Lucia,Castilian Spanish,Everyone was curious about the large white blimp that appeared overnight.,Everyone was curious about the large white blimp that appeared overnight.
564,Lucia,Castilian Spanish,The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc.,The clothes for beautiful animals in the sky that eventually created a tornado to wreak havoc.
565,Lucia,Castilian Spanish,Pink horses galloped across the sea.,Pink Horses.
566,Lucia,Castilian Spanish,"In hopes of finding out the truth, he entered the one-room library.","In hopes of finding out the truth, he entered the one room library."
567,Lucia,Castilian Spanish,She tilted her head back and let whip cream stream into her mouth while taking a bath.,She tilted her head back and let the whipped cream stream into her mouth while taking a bus.
568,Lucia,Castilian Spanish,They looked up at the sky and saw a million stars.,They looked up at the sky and saw a million stars.
569,Lucia,Castilian Spanish,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.,The group quickly understood that toxic waste was the most effective barrier to use against the zombies.
570,Lucia,Castilian Spanish,The gloves protect my feet from excess work.,The gloves protect my feet from excess work.
571,Lucia,Castilian Spanish,"Green should have smelled more tranquil, but somehow it just tasted rotten.","Green should have smelled more tranquil, but somehow it just tasted rotten."
572,Lucia,Castilian Spanish,The secret ingredient to his wonderful life was crime.,The secret ingredient to his wonderful life was crime.
573,Lucia,Castilian Spanish,He decided to live his life by the big beats manifesto.,He decided to live his life by the big bits manifesto.
574,Lucia,Castilian Spanish,"In the end, he realized he could see sound and hear words.","In the end, he realized he could see sound and clear words."
575,Lucia,Castilian Spanish,The pet shop stocks everything you need to keep your anaconda happy.,The pet shop stocks everything you need to keep your anaconda happy.
576,Lucia,Castilian Spanish,"He used to get confused between soldiers and shoulders, but as a military man, he now soldiers responsibility.","Here's to get confused between soldiers and shoulders, but as a military man, he now so will their responsibility."
577,Lucia,Castilian Spanish,She advised him to come back at once.,She advised him to come back at once.
578,Lucia,Castilian Spanish,The beauty of the African sunset disguised the danger lurking nearby.,The beauty of the African sunset disguise the danger lurking nearby.
579,Lucia,Castilian Spanish,"The rusty nail stood erect, angled at a 45-degree angle, just waiting for the perfect barefoot to come along.",The rusty nails to direct angled at a 45° angle just waiting for the perfect barefoot to come along.
580,Lucia,Castilian Spanish,We should play with legos at camp.,We should play with legos at camp.
581,Lucia,Castilian Spanish,I am my aunt's sister's daughter.,I am my Aunt's sister's out there.
582,Lucia,Castilian Spanish,"It was obvious she was hot, sweaty, and tired.","He too, was obvious she was hot, sweaty, hand tiled."
583,Lucia,Castilian Spanish,Charles ate the french fries knowing they would be his last meal.,"Carol said that the french fries, knowing they would be his last meal."
584,Lucia,Castilian Spanish,Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball.,What's in the geriatric Menno Softball team brought back memories of three years olds playing table.
585,Lucia,Castilian Spanish,He had a hidden stash underneath the floorboards in the back room of the house.,Had a hidden stash underneath the floorboards in the back room of the house.
586,Lucia,Castilian Spanish,The father handed each child a roadmap at the beginning of the 2-day road trip and explained it was so they could find their way home.,The father handed the child a road map at the beginning of the two day road trip and explained it was so they could find their way home.
587,Lucia,Castilian Spanish,It was always dangerous to drive with him since he insisted the safety cones were a slalom course.,"It was always the injuries to drive with him since he insisted the safety cones, whereas Lalande."
588,Lucia,Castilian Spanish,Plans for this weekend include turning wine into water.,Plans for this weekend include turning wine into water.
589,Lucia,Castilian Spanish,He had accidentally hacked into his company's server.,He had accidentally hacked into his company server.
590,Lucia,Castilian Spanish,She found his complete dullness interesting.,She found his complete wellness interesting.
591,Lucia,Castilian Spanish,Karen realized the only way she was getting into heaven was to cheat.,Current realized the only way she was getting into Heaven was to cheat.
592,Lucia,Castilian Spanish,Siri became confused when we reused to follow her directions.,c d became confused when we re used to follow her directions.
593,Lucia,Castilian Spanish,It was the first time he had ever seen someone cook dinner on an elephant.,It was the first time he had ever seen someone cook dinner on an elephant.
594,Lucia,Castilian Spanish,Fluffy pink unicorns are a popular status symbol among macho men.,Fluffy pink unicorns are a popular status symbol among much women.
595,Lucia,Castilian Spanish,Love is not like pizza.,Love is not like Pizza.
596,Lucia,Castilian Spanish,Her scream silenced the rowdy teenagers.,First scream silenced the rowdy teenagers.
597,Lucia,Castilian Spanish,"The waves were crashing on the shore, it was a lovely sight.","The waves were crashing on the shore, It was a lovely sight."
598,Lucia,Castilian Spanish,Sometimes you have to just give up and win by cheating.,Sometimes you have to just give up and do inviting.
599,Lucia,Castilian Spanish,He loved eating his bananas in hot dog buns.,He loved it in his bananas in hot dog buns.
